Price,Close,High,Low,Open,Volume,Log_Returns
Ticker,ROST,ROST,ROST,ROST,ROST,
Date,,,,,,
1999-01-04,1.8758958578109741,1.9339441814683702,1.8392334053381165,1.9339441814683702,15043200,
1999-01-05,1.9308899641036987,1.9339449832681497,1.8575650287579886,1.863675812986705,10446400,0.02889468178109575
1999-01-06,1.9889386892318726,2.0042145281237502,1.9308896063631253,1.9339446249615657,15980800,0.02962015654531368
1999-01-07,1.8881169557571411,1.9797727276038057,1.8758961364509448,1.9614418715943192,18672000,-0.05202116176566349
1999-01-08,1.906447410583496,1.9186682273180058,1.8881165584314612,1.8881165584314612,6401600,0.009661502952068742
1999-01-11,1.9003390073776245,1.9064490480430976,1.8270140439913516,1.8881181801465792,17236800,-0.003209220469861912
1999-01-12,1.8942276239395142,1.9064484473197691,1.8270134682980443,1.9064484473197691,15649600,-0.0032211260552411874
1999-01-13,1.8514539003372192,1.9033921791521249,1.8147914542503376,1.8392330849749254,18980800,-0.02283994662397932
1999-01-14,1.8086808919906616,1.8636749407103805,1.784239258315112,1.8575641593417607,32102400,-0.023373431886401064
1999-01-15,1.8056267499923706,1.8453442375034146,1.7689642816976008,1.820902591973568,5969600,-0.0016900291993692466
1999-01-19,1.857564926147461,1.8758965319211711,1.7964608167347156,1.8147924225084258,4867200,0.028358689083176358
1999-01-20,1.8392348289489746,1.857565696424172,1.8025723480984976,1.8514556558991337,4022400,-0.00991681921270542
1999-01-21,1.8178482055664062,1.82090322584616,1.7903515312484488,1.8025723582675506,3598400,-0.011696134316275017
1999-01-22,1.862147569656372,1.869785957137089,1.7781301557175522,1.7903509789668142,8768000,0.024076932039464056
1999-01-25,1.8820059299468994,1.9064475654007553,1.8560368787520576,1.8820059299468996,3803200,0.010607763012483028
1999-01-26,1.9247796535491943,1.9370004743783966,1.8758963702323856,1.9064480493555367,4603200,0.022473303466017162
1999-01-27,1.878951072692871,1.9492209671076262,1.8667302539207216,1.9431101847717598,3070400,-0.024097814420918923
1999-01-28,1.9431102275848389,1.9507486124355227,1.8820061323777686,1.9064477704605967,7272000,0.03357621832272638
1999-01-29,1.9308899641036987,2.004214899449409,1.9247799257747968,1.9553316092189355,10707200,-0.006308881470834014
1999-02-01,1.9767184257507324,1.9858842300276007,1.9492217588200131,1.9553317977380014,4652800,0.023457091102505743
1999-02-02,1.9828282594680786,1.9828282594680786,1.9431107729118147,1.9675524178541015,4830400,0.003086130333771311
1999-02-03,2.004213571548462,2.040876014930446,1.9675511281664777,1.9919927570878004,7555200,0.010727510806561156
1999-02-04,2.0775392055511475,2.1325332633537664,2.0286559301264147,2.0286559301264147,14024000,0.035932368901033504
1999-02-05,2.101980209350586,2.144753435397518,2.0744835616914803,2.105035226668406,10974400,0.011695738184313544
1999-02-08,2.12336802482605,2.1325338278694184,2.0530981113265345,2.120313005778189,10187200,0.010123661746645078
1999-02-09,2.0439321994781494,2.1386437521183264,2.034767142822452,2.1386437521183264,10064000,-0.03812801772353159
1999-02-10,2.010324239730835,2.0286550874509333,1.9919926461114583,2.0286550874509333,14288000,-0.016579478921276702
1999-02-11,2.0775392055511475,2.1080916256414,2.010325074791934,2.0164351112702317,5443200,0.03288809671384951
1999-02-12,2.0653178691864014,2.0958702816211083,2.053097053392399,2.0775386849804036,2414400,-0.00589997269805956
1999-02-16,2.092816114425659,2.1142027448514615,2.0897610946219647,2.095871880129324,4766400,0.013226435810800173
1999-02-17,2.0989272594451904,2.114203106980138,2.077540625356205,2.0958722391182207,6225600,0.002915803189347909
1999-02-18,2.1691970825195312,2.1997487759014676,2.1080929498556014,2.1080929498556014,9921600,0.03293070565072787
1999-02-19,2.1997485160827637,2.2211351464641163,2.1691968263093764,2.175306865904066,5995200,0.013985951931831516
1999-02-22,2.1997485160827637,2.2119693411721126,2.1691968263093764,2.1966934962854188,9118400,0.0
1999-02-23,2.1997485160827637,2.2364109913508097,2.1630860408147177,2.175306865904066,6992000,0.0
1999-02-24,2.1997485160827637,2.2577976217321623,2.193638476488074,2.2180801266667713,9825600,0.0
1999-02-25,2.1447548866271973,2.2028032385411396,2.1004542151831127,2.1936381803862233,10080000,-0.025317769077044684
1999-02-26,2.236409902572632,2.2914039616512696,2.156974951114117,2.1691957702538582,11876800,0.04184658418641479
1999-03-01,2.2058582305908203,2.2364099055307816,2.1814165922790085,2.2364099055307816,4702400,-0.013755204673322093
1999-03-02,2.178361654281616,2.248631577555188,2.1630858110177624,2.202803301863738,4275200,-0.012543593870865018
1999-03-03,2.2427375316619873,2.3192298285484485,2.1723656941914897,2.1907233374913018,4696000,0.02912417252063153
1999-03-04,2.340646505355835,2.340646505355835,2.264154970139046,2.2763936456533114,8878400,0.04272994350559259
1999-03-05,2.261094808578491,2.349824992647288,2.256504746397791,2.331467358386855,10291200,-0.03457805098911436
1999-03-08,2.28863263130188,2.2947523433830352,2.251916599783668,2.2641552769564055,11387200,0.01210541043232713
1999-03-09,2.245797872543335,2.279453678090651,2.2335591940744055,2.2763941952208318,8422400,-0.018893677142178215
1999-03-10,2.2304980754852295,2.251915941019438,2.2090809569403764,2.23355830412537,6073600,-0.006835945083095832
1999-03-11,2.218259334564209,2.2335582363324944,2.209080889890436,2.2335582363324944,9460800,-0.005502107967873421
1999-03-12,2.224378824234009,2.236617496242189,2.209080670971099,2.2274383054887394,3784000,0.0027548917203469164
1999-03-15,2.258035182952881,2.300870158147191,2.212139979753177,2.2213191697909576,9091200,0.015017350552622825
1999-03-16,2.1815438270568848,2.294752141171046,2.160126704134037,2.2641550774406083,14401600,-0.03446224336262404
1999-03-17,2.120349884033203,2.196842149570298,2.1019922482570306,2.18460347672308,7688000,-0.028451689005949802
1999-03-18,2.1111714839935303,2.1295291201553797,2.068335754633673,2.1295291201553797,8640000,-0.004338115602220496
1999-03-19,2.092813491821289,2.1295295179935922,2.0897540097209633,2.1295295179935922,6313600,-0.008733670062448799
1999-03-22,1.9857248067855835,2.086694434495434,1.9275916615159068,2.0836342055422152,10899200,-0.052525339591486864
1999-03-23,1.973487138748169,2.019382379576916,1.973487138748169,1.985725819836514,9699200,-0.006181890324841846
1999-03-24,2.0255014896392822,2.0316204548639574,1.9704270676692597,1.9704270676692597,5368000,0.02601521997940021
1999-03-25,2.0744543075561523,2.0805732672005233,2.016320455990087,2.0438572683675726,4718400,0.023880815682852156
1999-03-26,2.0530381202697754,2.086694666583095,2.037739961759908,2.0775154726813687,4640000,-0.010377428840776188
1999-03-29,2.129528760910034,2.1662447740291726,2.0438580636320443,2.074455114725926,5379200,0.03658001028984054
1999-03-30,2.098933696746826,2.14788840982559,2.0683366275777786,2.14788840982559,4198400,-0.014471263915032279
1999-03-31,2.1448278427124023,2.1693051954023854,2.074456013970843,2.0928136549935688,6984000,0.021629837031283822
1999-04-01,2.1478874683380127,2.160126141243103,2.11729041258063,2.160126141243103,3184000,0.001425496881119176
1999-04-05,2.06833553314209,2.1570657168993947,2.019380845967129,2.141767563904531,12091200,-0.037740592678598195
1999-04-06,2.141768455505371,2.154007132393973,2.049978752335633,2.0622174292242357,2459200,0.034887675292418124
1999-04-07,2.1540071964263916,2.227439259940928,2.135649554042547,2.1540071964263916,5590400,0.0056980508417525675
1999-04-08,2.098933696746826,2.178484732004997,2.095873466937173,2.175425249184985,8534400,-0.025900467367975445
1999-04-09,2.1723649501800537,2.1968422975229873,2.095872679491366,2.095872679491366,2724800,0.03438696058188705
1999-04-12,2.1540071964263916,2.166245873678814,2.1111721995377013,2.1540071964263916,2462400,-0.008486493213911777
1999-04-13,2.11881947517395,2.1662445063396802,2.111170866961191,2.1601255450705623,3944000,-0.01647083743634912
1999-04-14,2.120349884033203,2.1417677482631623,2.117290402568726,2.117290402568726,5262400,0.0007220324530872049
1999-04-15,2.095872402191162,2.1478873186549388,2.080574248873233,2.120349746295553,9169600,-0.011611226916148224
1999-04-16,2.1050522327423096,2.1356492956664477,2.092813556970552,2.1050522327423096,16318400,0.004370392692261483
1999-04-19,2.0560970306396484,2.123410104542147,2.0255007221307353,2.1172903946467807,8748800,-0.02353074011059328
1999-04-20,2.098933696746826,2.1050526623868513,2.0560979493080875,2.0560979493080875,5744000,0.02061991194976627
1999-04-21,2.166245460510254,2.2213198711365885,2.098933121955218,2.098933121955218,5358400,0.0315660141734108
1999-04-22,2.123410701751709,2.1846040829694884,2.098933349264597,2.178484371352952,2332800,-0.01997184899553396
1999-04-23,2.1387076377868652,2.1387076377868652,2.1019916300436963,2.111170818726761,2632000,0.007178121534054576
1999-04-26,2.160125494003296,2.1723641632413058,2.1172897781757163,2.1448265972139664,4321600,0.009964580052088348
1999-04-27,2.2213199138641357,2.239677553099736,2.172365213249934,2.202961527639085,4523200,0.027935255916586285
1999-04-28,2.1876635551452637,2.239677742191961,2.1784843612577545,2.2335587775932972,4089600,-0.015267470479527848
1999-04-29,2.212141513824463,2.227439676503569,2.1846046716041285,2.227439676503569,4052800,0.011126952601043287
1999-04-30,2.248857021331787,2.248857021331787,2.2090815089640743,2.2182599562100176,3065600,0.01646103950413666
1999-05-03,2.3314669132232666,2.3437055827231545,2.2580348962239367,2.2580348962239367,5945600,0.036075549341918395
1999-05-04,2.349825382232666,2.3804224403918397,2.3284075162201816,2.334527226647765,12428800,0.007843373994229581
1999-05-05,2.306990623474121,2.3620642877773155,2.27027459827551,2.3620642877773155,8032000,-0.01839710515954547
1999-05-06,2.2702741622924805,2.340645970166879,2.251915779723993,2.3161686247350968,5854400,-0.01604331426209259
1999-05-07,2.273334503173828,2.292457436521964,2.2457976658999077,2.2702750205855224,2830400,0.0013470972389856505
1999-05-10,2.2641549110412598,2.31310961182053,2.248856753795101,2.273334104184736,4926400,-0.004046116174776559
1999-05-11,2.3314669132232666,2.337585874478658,2.2641538574793283,2.2825122352237135,6566400,0.029296064363199315
1999-05-12,2.411018133163452,2.411018133163452,2.30087009662299,2.3375861088031438,8760000,0.0335514742160669
1999-05-13,2.4309074878692627,2.4569144886262015,2.39266162389232,2.4171389768375633,5300800,0.00821551925052995
1999-05-14,2.3804218769073486,2.4232568518032123,2.3743021679283998,2.417137889813458,5473600,-0.020986908255146205
1999-05-17,2.3926615715026855,2.4110192123148946,2.3804228952980417,2.3926615715026855,3342400,0.005128643383670714
1999-05-18,2.3926615715026855,2.435496564724183,2.3865418599056065,2.40490024770733,13196800,0.0
1999-05-19,2.3926615715026855,2.4722125933381154,2.377362666004745,2.3926615715026855,12846400,0.0
1999-05-20,2.389600992202759,2.4110188591711736,2.337586812698955,2.4110188591711736,14518400,-0.0012799714264989071
1999-05-21,2.3620638847351074,2.3987799036688138,2.3559449217408153,2.3926609406745216,11929600,-0.011590638845431498
1999-05-24,2.340646505355835,2.3804227610193007,2.3314680589622405,2.3804227610193007,5481600,-0.00910858874111489
1999-05-25,2.300870418548584,2.355944818019123,2.300870418548584,2.331467473140947,18190400,-0.01713968135933888
1999-05-26,2.2090811729431152,2.3253482099456857,2.1815435944253716,2.30087086036731,10929600,-0.04071082396216263
1999-05-27,2.2519161701202393,2.2886321946330694,2.206020952731844,2.206020952731844,9036800,0.01920481472009801
1999-05-28,2.248857021331787,2.258036215567272,2.2274391504455027,2.258036215567272,8832000,-0.0013593883225907822
1999-06-01,2.1907222270965576,2.2335579514003268,2.1784835554368005,2.2335579514003268,5849600,-0.026190823102273022
1999-06-02,2.245797872543335,2.2702752294811934,2.1907234459383274,2.2029621244072564,3624000,0.024829584327301937
1999-06-03,2.313109874725342,2.3743032576545833,2.2763938449677967,2.2794533273668742,9025600,0.02953202739360619
1999-06-04,2.28863263130188,2.31922969772851,2.2733344715833517,2.3008713084746173,2177600,-0.01063835025142789
1999-06-07,2.276392698287964,2.3069897478348023,2.25803506615119,2.3069897478348023,4859200,-0.0053624948216087825
1999-06-08,2.2335591316223145,2.2763941315710396,2.227439419064136,2.2702751660024925,3904000,-0.018995703842165562
