Price,Close,High,Low,Open,Volume,Log_Returns
Ticker,SBUX,SBUX,SBUX,SBUX,SBUX,
Date,,,,,,
1999-01-04,2.549544334411621,2.6501060326375185,2.4963052361005196,2.6323601479315433,23494400,
1999-01-05,2.4608118534088135,2.4726426796271253,2.2182802769815892,2.2301111031999006,96963200,-0.03542333360536351
1999-01-06,2.440107822418213,2.4963044296767305,2.4016578162292714,2.4696852501687214,35070400,-0.008449089365541113
1999-01-07,2.4489800930023193,2.478557508313658,2.401656806181019,2.404614331083337,26440000,0.0036294214695685614
1999-01-08,2.502220392227173,2.514051219797759,2.4460237807427863,2.4608121346819165,20854400,0.021506845273057847
1999-01-11,2.508134365081787,2.5465843576073657,2.478557669937834,2.5051768399866114,15356800,0.002360701342550889
1999-01-12,2.5170083045959473,2.5495432552314052,2.5140507787462556,2.5170083045959473,18153600,0.0035318196205571506
1999-01-13,2.4948253631591797,2.5199656853646966,2.3839115610527517,2.460811561295103,16988800,-0.008852283522220946
1999-01-14,2.496304512023926,2.527360794134024,2.4844736849527225,2.508135339095129,15555200,0.0005927110474136767
1999-01-15,2.484473466873169,2.490389240937691,2.4489809887749807,2.490389240937691,22312000,-0.00475069053556419
1999-01-19,2.5554583072662354,2.5554583072662354,2.4874308801366976,2.4903891280830606,7688000,0.028170831650634356
1999-01-20,2.5879929065704346,2.626442903690506,2.5584154857960977,2.5613737333408606,16760000,0.012651051552043503
1999-01-21,2.496304512023926,2.5702470006948523,2.425319549596705,2.561374421963734,27803200,-0.03607119266711373
1999-01-22,2.369122266769409,2.4667271039229175,2.360249690561414,2.4016572124872453,28356800,-0.05229190809950152
1999-01-25,2.369122266769409,2.4016572124872453,2.333629795648908,2.3898263887804116,17524800,0.0
1999-01-26,2.40757417678833,2.413489230520753,2.366165912275248,2.3720816881042017,21974400,0.01610013995129745
1999-01-27,2.3129262924194336,2.413487928387509,2.2833488734254375,2.4075728778463947,15136000,-0.04010615884388231
1999-01-28,2.3158836364746094,2.3543336282716067,2.301095289182854,2.3395452809798516,16852800,0.0012777990468366344
1999-01-29,2.463768720626831,2.508134487606162,2.3839112065793957,2.3957420296341416,34308800,0.061900862753741286
1999-02-01,2.4253203868865967,2.5377136439125825,2.4134895557310525,2.466728656979316,12076800,-0.01572854391751927
1999-02-02,2.3750388622283936,2.431235474822713,2.3543347330468407,2.413488872068118,12636800,-0.020949833570077805
1999-02-03,2.457854747772217,2.460812274308571,2.3661656483736264,2.369123174909981,8438400,0.03427511533679824
1999-02-04,2.4105312824249268,2.457854592400894,2.380953852641745,2.457854592400894,11729600,-0.019441743386867282
1999-02-05,2.360250234603882,2.4134885925080964,2.3513769342543993,2.401657766074233,19564800,-0.02107952731781743
1999-02-08,2.369122266769409,2.4016572124872453,2.3277147448435778,2.3957421616819152,8083200,0.0037518899474904875
1999-02-09,2.309968948364258,2.369123087388288,2.309968948364258,2.354334733156386,16376000,-0.02528545279907044
1999-02-10,2.271517753601074,2.309967743385414,2.2419410605657504,2.309967743385414,40486400,-0.016785860185014014
1999-02-11,2.354334831237793,2.354334831237793,2.2596882048563742,2.277434808351117,29926400,0.035810015999645485
1999-02-12,2.2729969024658203,2.354333998776755,2.262644931365671,2.3454607001668637,18110400,-0.03515905587346185
1999-02-16,2.271517753601074,2.342502683401108,2.2419410605657504,2.289264347099106,13145600,-0.0006509601261837126
