Price,Close,High,Low,Open,Volume,Log_Returns
Ticker,CAT,CAT,CAT,CAT,CAT,
Date,,,,,,
1999-01-04,12.0087308883667,12.167157417236972,11.802776400835345,11.802776400835345,6512000,
1999-01-05,11.977048873901367,12.15131810354808,11.676038386329772,12.008734188382588,5082800,-0.002641734661490748
1999-01-06,12.293898582458496,12.341426540895835,12.056258790271798,12.056258790271798,5295200,0.026110864494742866
1999-01-07,12.40479564666748,12.51569420289567,12.16715588332136,12.293897090439291,4114600,0.00898005444500064
1999-01-08,12.92760181427002,12.990972411398793,12.54737823149737,12.54737823149737,5327000,0.0412815575036827
1999-01-11,13.434576034545898,13.4345760345459,12.911768240748712,12.927610901166808,6111800,0.03846698373416072
1999-01-12,12.832551002502441,13.30783066926179,12.642439135798702,13.30783066926179,7582200,-0.04584669485750814
1999-01-13,12.182998657226562,12.674120839767555,12.167156006176853,12.674120839767555,5463800,-0.05194356276818868
1999-01-14,11.85030460357666,12.27805624033678,11.660192765016605,12.183000321056753,4447000,-0.027687854961334937
1999-01-15,12.134125709533691,12.166015658836013,11.958730988370917,11.958730988370917,2539000,0.023668217379105745
1999-01-19,11.719561576843262,12.325470882856926,11.639836668157253,12.134131102010507,3326800,-0.034762414243067835
1999-01-20,11.52821159362793,11.87900088140084,11.52821159362793,11.719551205140426,3435800,-0.016462162045149244
1999-01-21,11.448493003845215,11.591997790801491,11.273098264231987,11.52821788548759,2991400,-0.0069391073313541255
1999-01-22,11.209318161010742,11.384712897527269,11.06581337658813,11.384712897527269,3782000,-0.021112694893168582
1999-01-25,11.368766784667969,11.448491656930717,11.209317040142471,11.209317040142471,2426000,0.014124428609294986
1999-01-26,11.512271881103516,11.52821685600809,11.336877157153184,11.368767106962336,3042400,0.012543746827635226
1999-01-27,11.400655746459961,11.655775315611514,11.30498590802813,11.512270557963765,2277200,-0.009742711131808385
1999-01-28,11.352818489074707,11.416598368226811,11.193368791194443,11.400653398438784,2088800,-0.004204837236976024
1999-01-29,11.04986572265625,11.400655110677084,10.98608583392519,11.352820194128789,2997000,-0.02704776203435005
