Date,Algorithm_Value,SPY_Value,Historical_SPY_Value,Historical_Algo_Value,Sim_ID
1999-05-25,10207.18,0.00,10510.57,10815.22,5
1999-05-26,10201.82,0.00,10627.70,10717.04,5
1999-05-27,10238.22,0.00,10474.93,10658.70,5
1999-05-28,10200.77,0.00,10608.60,10532.95,5
1999-06-01,10209.10,0.00,10571.68,10651.41,5
1999-06-02,10230.25,0.00,10581.86,10697.58,5
1999-06-03,10191.72,0.00,10640.43,10721.96,5
1999-06-04,10238.53,0.00,10854.31,10760.01,5
1999-06-07,10261.70,0.00,10882.31,10868.97,5
1999-06-08,10258.24,0.00,10775.38,10876.03,5
1999-06-09,10249.07,0.00,10765.19,10835.98,5
1999-06-10,10238.93,0.00,10665.89,10774.21,5
1999-06-11,10246.14,0.00,10576.77,10761.75,5
1999-06-14,10220.51,0.00,10586.96,10686.80,5
1999-06-15,10221.26,0.00,10658.25,10684.68,5
1999-06-16,10214.83,0.00,10861.94,10791.85,5
1999-06-17,10241.45,0.00,10963.79,10850.94,5
1999-06-18,10248.03,0.00,10976.46,10866.85,5
1999-06-21,10252.48,0.00,11001.99,10905.56,5
1999-06-22,10267.60,0.00,10925.38,10813.78,5
1999-06-23,10303.87,0.00,10871.74,10788.40,5
1999-06-24,10303.62,0.00,10790.03,10776.97,5
1999-06-25,10282.76,0.00,10763.21,10670.86,5
1999-06-28,10292.66,0.00,10894.73,10693.02,5
1999-06-29,10307.30,0.00,10996.88,10764.09,5
1999-06-30,10281.37,0.00,11196.09,10906.27,5
1999-07-01,10289.95,0.00,11280.37,10998.65,5
1999-07-02,10310.70,0.00,11392.73,11041.33,5
1999-07-06,10308.24,0.00,11390.18,11092.17,5
1999-07-07,10291.12,0.00,11405.50,11028.95,5
1999-07-08,10274.25,0.00,11414.44,10972.87,5
1999-07-09,10303.54,0.00,11482.12,11017.39,5
1999-07-12,10284.46,0.00,11431.05,11104.04,5
1999-07-13,10265.45,0.00,11390.18,10992.26,5
1999-07-14,10273.09,0.00,11454.02,11041.24,5
1999-07-15,10272.94,0.00,11526.81,11102.43,5
1999-07-16,10266.02,0.00,11589.38,11117.75,5
1999-07-19,10290.58,0.00,11512.77,11200.54,5
1999-07-20,10331.60,0.00,11276.53,11078.08,5
1999-07-21,10331.56,0.00,11263.77,10981.47,5
1999-07-22,10366.19,0.00,11115.64,10965.71,5
1999-07-23,10370.35,0.00,11093.93,10933.17,5
1999-07-26,10382.65,0.00,11012.21,10874.24,5
1999-07-27,10382.53,0.00,11104.15,10882.25,5
1999-07-28,10411.21,0.00,11139.90,10873.04,5
1999-07-29,10430.80,0.00,10984.12,10781.08,5
1999-07-30,10448.74,0.00,10848.77,10753.97,5
1999-08-02,10449.07,0.00,10874.30,10734.89,5
1999-08-03,10483.96,0.00,10823.23,10755.58,5
1999-08-04,10499.89,0.00,10675.10,10684.70,5
1999-08-05,10499.54,0.00,10772.16,10600.92,5
1999-08-06,10513.44,0.00,10654.68,10580.49,5
1999-08-09,10516.94,0.00,10631.69,10510.14,5
1999-08-10,10537.21,0.00,10514.21,10495.46,5
