Date,Algorithm_Value,SPY_Value,Historical_SPY_Value,Historical_Algo_Value,Sim_ID
2000-04-25,10611.87,0.00,12202.65,15203.93,6
2000-04-26,10603.53,0.00,12064.95,15453.66,6
2000-04-27,10620.81,0.00,12025.06,15286.04,6
2000-04-28,10646.75,0.00,11950.41,15536.96,6
2000-05-01,10643.46,0.00,12112.57,15170.03,6
2000-05-02,10632.51,0.00,11870.62,15280.61,6
2000-05-03,10634.82,0.00,11592.65,15007.69,6
2000-05-04,10645.07,0.00,11680.16,14918.58,6
2000-05-05,10630.48,0.00,11821.72,14981.76,6
2000-05-08,10628.14,0.00,11732.92,15114.31,6
2000-05-09,10620.48,0.00,11638.98,15073.23,6
2000-05-10,10686.38,0.00,11376.44,14944.93,6
2000-05-11,10664.87,0.00,11636.40,14904.78,6
2000-05-12,10652.06,0.00,11762.52,15162.64,6
2000-05-15,10656.20,0.00,11965.86,15083.81,6
2000-05-16,10600.48,0.00,12081.68,15318.95,6
2000-05-17,10591.48,0.00,11955.56,15301.76,6
2000-05-18,10588.78,0.00,11808.85,15330.53,6
2000-05-19,10588.70,0.00,11623.53,15070.59,6
2000-05-22,10579.75,0.00,11536.03,15037.26,6
2000-05-23,10589.38,0.00,11366.15,15066.61,6
2000-05-24,10601.55,0.00,11551.47,14996.20,6
2000-05-25,10607.26,0.00,11353.28,15101.95,6
2000-05-26,10593.66,0.00,11366.15,15017.93,6
2000-05-30,10584.23,0.00,11736.78,14896.57,6
2000-05-31,10603.50,0.00,11762.52,14895.48,6
2000-06-01,10615.18,0.00,11968.43,15094.10,6
2000-06-02,10607.83,0.00,12176.91,15496.01,6
2000-06-05,10600.87,0.00,12117.72,15655.95,6
2000-06-06,10610.44,0.00,12063.66,15660.51,6
2000-06-07,10601.85,0.00,12147.32,15578.22,6
2000-06-08,10594.75,0.00,12099.70,15672.80,6
2000-06-09,10586.36,0.00,12073.96,15656.17,6
2000-06-12,10560.95,0.00,11932.40,15715.53,6
2000-06-13,10554.30,0.00,12156.32,15444.47,6
2000-06-14,10546.30,0.00,12176.91,15401.59,6
2000-06-15,10544.48,0.00,12202.65,15425.67,6
2000-06-16,10568.73,0.00,12102.39,15543.16,6
2000-06-19,10586.35,0.00,12257.19,15599.99,6
2000-06-20,10590.44,0.00,12213.33,15910.89,6
2000-06-21,10601.23,0.00,12208.17,15795.05,6
2000-06-22,10608.54,0.00,12022.41,15898.89,6
2000-06-23,10596.08,0.00,11919.21,15697.60,6
2000-06-26,10608.97,0.00,12072.72,15603.35,6
2000-06-27,10606.96,0.00,11983.71,15940.53,6
2000-06-28,10616.72,0.00,12017.25,15985.75,6
2000-06-29,10569.19,0.00,11903.74,16133.91,6
2000-06-30,10567.86,0.00,11994.03,16104.46,6
2000-07-03,10535.42,0.00,12159.14,16207.32,6
2000-07-05,10531.23,0.00,11939.85,16426.03,6
2000-07-06,10505.15,0.00,12032.73,16248.84,6
2000-07-07,10476.23,0.00,12226.22,16197.53,6
2000-07-10,10478.31,0.00,12205.58,16359.68,6
2000-07-11,10425.50,0.00,12231.38,16372.70,6
2000-07-12,10462.94,0.00,12311.36,16652.27,6
2000-07-13,10407.78,0.00,12365.54,16770.31,6
2000-07-14,10418.01,0.00,12486.79,16708.14,6
2000-07-17,10438.24,0.00,12466.15,16747.55,6
2000-07-18,10427.77,0.00,12364.25,16681.15,6
2000-07-19,10408.99,0.00,12264.92,16647.71,6
2000-07-20,10442.23,0.00,12435.19,16586.06,6
2000-07-21,10431.49,0.00,12192.68,16716.65,6
2000-07-24,10442.07,0.00,12123.02,16614.14,6
2000-07-25,10423.06,0.00,12161.72,16552.58,6
2000-07-26,10414.20,0.00,12043.05,16626.03,6
2000-07-27,10446.89,0.00,12001.77,16762.28,6
2000-07-28,10466.28,0.00,11730.88,16745.33,6
2000-07-31,10492.37,0.00,11805.70,16661.45,6
2000-08-01,10496.69,0.00,11877.94,16789.69,6
2000-08-02,10507.56,0.00,11937.27,16979.15,6
2000-08-03,10549.18,0.00,12019.83,17014.85,6
2000-08-04,10543.23,0.00,12084.33,17186.39,6
2000-08-07,10531.78,0.00,12228.80,17368.43,6
2000-08-08,10566.42,0.00,12275.24,17545.50,6
2000-08-09,10570.90,0.00,12172.04,17575.24,6
2000-08-10,10562.58,0.00,12112.70,17507.99,6
2000-08-11,10549.27,0.00,12169.46,17533.41,6
2000-08-14,10556.27,0.00,12324.26,17696.39,6
2000-08-15,10546.10,0.00,12313.94,17732.24,6
2000-08-16,10553.62,0.00,12270.08,17692.95,6
2000-08-17,10544.78,0.00,12399.08,17690.91,6
2000-08-18,10555.53,0.00,12357.80,17801.43,6
2000-08-21,10552.37,0.00,12424.88,17790.60,6
2000-08-22,10539.75,0.00,12404.24,17826.48,6
2000-08-23,10548.22,0.00,12453.25,17822.02,6
2000-08-24,10535.85,0.00,12491.95,17804.27,6
2000-08-25,10531.31,0.00,12486.79,17862.46,6
2000-08-28,10528.25,0.00,12529.36,17861.05,6
2000-08-29,10562.12,0.00,12531.95,17916.00,6
2000-08-30,10516.01,0.00,12411.98,17910.94,6
2000-08-31,10492.70,0.00,12577.09,17992.47,6
2000-09-01,10504.63,0.00,12589.99,18198.68,6
2000-09-05,10479.92,0.00,12489.38,18218.20,6
2000-09-06,10466.40,0.00,12347.48,18170.82,6
2000-09-07,10456.43,0.00,12453.25,18229.24,6
2000-09-08,10455.74,0.00,12368.11,18271.29,6
2000-09-11,10477.44,0.00,12350.06,18373.36,6
2000-09-12,10467.61,0.00,12259.76,18501.12,6
2000-09-13,10498.89,0.00,12292.01,18475.21,6
2000-09-14,10479.52,0.00,12353.93,18525.31,6
2000-09-15,10484.88,0.00,12083.65,18526.86,6
2000-09-18,10494.39,0.00,11972.44,18536.56,6
2000-09-19,10507.77,0.00,12081.07,18452.47,6
2000-09-20,10512.77,0.00,11991.84,18613.84,6
2000-09-21,10492.77,0.00,11809.49,18575.37,6
2000-09-22,10490.18,0.00,12024.16,18588.73,6
2000-09-25,10497.67,0.00,11938.81,18981.55,6
2000-09-26,10495.78,0.00,11786.22,19031.24,6
2000-09-27,10501.70,0.00,11848.29,19024.54,6
2000-09-28,10490.04,0.00,12000.88,19130.03,6
2000-09-29,10476.10,0.00,11887.09,19454.83,6
2000-10-02,10491.02,0.00,11905.19,19463.34,6
2000-10-03,10481.43,0.00,11793.98,19413.19,6
2000-10-04,10474.16,0.00,11892.26,19261.45,6
2000-10-05,10473.65,0.00,11933.64,19250.20,6
2000-10-06,10472.96,0.00,11675.00,19380.47,6
