DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,LOG_RETURNS
1999-01-04,5.516571044921875,5.605727748678188,5.460848105074179,5.516571044921875,868000,
1999-01-05,5.516571853219009,5.527716442821472,5.471993494809158,5.483138084411621,828800,-0.0060788995547353284
1999-01-06,5.550007343292236,5.6057303085863355,5.527718157174597,5.550007343292236,3171000,0.012121670669971638
1999-01-07,5.527716442821472,5.550005622026396,5.483138084411621,5.483138084411621,863800,-0.01212167066997164
1999-01-08,5.483138084411621,5.483138084411621,5.39398136759192,5.483138084411621,1831200,0.0
1999-01-11,5.460849526002235,5.4719941168716275,5.371692799047096,5.405126571655273,941200,-0.014329711873689512
1999-01-12,5.393982074588721,5.494283394157519,5.382837483525521,5.42741584777832,1531400,0.004115249535383135
1999-01-13,5.471993779549833,5.471993779549833,5.416270828637921,5.4385600090026855,637800,0.0020512037351477553
1999-01-14,5.416271115137526,5.416271115137526,5.349403570506198,5.39398193359375,1139200,-0.008230446240416517
1999-01-15,5.393981980785881,5.427415753394058,5.382837389916489,5.405126571655273,629800,0.0020639929698854655
1999-01-19,5.37169251412091,5.4385600557904645,5.282535791894837,5.338258743286133,747800,-0.012448346568728886
1999-01-20,5.349402356503615,5.349402356503615,5.182233532862877,5.22681188583374,950000,-0.02109801161320537
1999-01-21,5.327113101567362,5.371691453881733,5.293679337331584,5.3159685134887695,1394400,0.01691370771535748
1999-01-22,5.3159668732480885,5.382834381087687,5.2825331193282885,5.371689796447754,2527200,0.010427314612475575
1999-01-25,5.382836721543216,5.405125900514409,5.349402953086425,5.3605475425720215,936600,-0.0020764091450935687
1999-01-26,5.360547923842651,5.393981694677429,5.338258743286133,5.338258743286133,898400,-0.004166601569534027
1999-01-27,5.293680239124458,5.360547778987083,5.293680239124458,5.3048248291015625,848200,-0.006282770202025766
1999-01-28,5.282535791894837,5.38283710439917,5.282535791894837,5.338258743286133,993600,0.006282770202025864
1999-01-29,5.349403429942526,5.349403429942526,5.237957525152057,5.2491021156311035,1278200,-0.016842485377883836
1999-02-01,5.271388580978558,5.282533165716356,5.159942733600576,5.182231903076172,1018000,-0.012821203589326861
1999-02-02,5.14880080131968,5.2491021156311035,5.14880080131968,5.2491021156311035,2129400,0.012821203589326717
1999-02-03,5.22681188583374,5.260245650561887,5.204522709348308,5.22681188583374,2056400,-0.004255526235321524
1999-02-04,5.226810242027365,5.226810242027365,5.148798148862777,5.182231903076172,1260400,-0.008565677354005288
1999-02-05,5.171087318338373,5.204521072551769,5.1265089793871805,5.182231903076172,1226800,0.0
1999-02-08,5.179983747416529,5.270070421284642,5.179983747416529,5.225027084350586,2531400,0.008224148651621969
1999-02-09,5.225027257745917,5.25880976156755,5.179983919317072,5.202505588531494,793000,-0.004319627958979877
1999-02-10,5.179981715830462,5.202503375464508,5.112416736928326,5.1461992263793945,907800,-0.010881925572460488
1999-02-11,5.123677566745349,5.1461992263793945,5.089895077294281,5.1461992263793945,648400,0.0
1999-02-12,5.146197632711718,5.157458459041503,5.089893501062793,5.101154327392578,1574200,-0.00879157508980011
1999-02-16,5.044853176839552,5.179983172647754,5.033592343855535,5.112418174743652,1270800,0.002205663476755858
1999-02-17,5.101155112591239,5.3038500177273145,5.101155112591239,5.2588067054748535,1365200,0.028231622634778082
1999-02-18,5.258808872190978,5.405199697326916,5.258808872190978,5.382678031921387,1875000,0.023281886839162408
1999-02-19,5.360155749421582,5.360155749421582,5.247547435358104,5.337634086608887,1537000,-0.008403525922556504
