DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,LOG_RETURNS
1999-01-04,3.432845366628546,3.4660129547119136,3.3720380374595007,3.466012954711914,724500,
1999-01-05,3.454957132155479,3.493652821679418,3.454957132155479,3.4825968742370605,308400,0.0047733147842368515
1999-01-06,3.477068076805737,3.515763502706129,3.471539978070999,3.493651866912842,451500,0.0031693256188460093
1999-01-07,3.488124721433927,3.504708516073151,3.432845490319388,3.4825968742370605,712800,-0.0031693256188460276
1999-01-08,3.4936515181164336,3.526819095019284,3.4825955747993067,3.4991793632507324,261600,0.004750229635309925
1999-01-11,3.488122920818598,3.4991788625537317,3.4494275043183706,3.477067232131958,430800,-0.00633928427477595
1999-01-12,3.471539258956909,3.493651143218372,3.449427627743949,3.471539258956909,217800,-0.0015911030070159635
1999-01-13,3.4052051409700015,3.4715403076970053,3.4052051409700015,3.4439008235931396,216300,-0.007993296794350005
1999-01-14,3.4549573595846734,3.4549573595846734,3.4273178687322936,3.449429512023926,144600,0.0016040692516011519
1999-01-15,3.432845115661621,3.4549567550844666,3.427317269068059,3.432845115661621,295500,-0.004819461402004051
1999-01-19,3.449428797239144,3.4825963818279817,3.438372851360002,3.460484743118286,552600,0.008019281289455468
1999-01-20,3.4604854601940622,3.488124951046442,3.4273178687322936,3.449429512023926,142800,-0.0031998198874514236
1999-01-21,3.4383727243335036,3.4604846152748907,3.427317031911389,3.4439008235931396,776100,-0.0016040692516012583
1999-01-22,3.4052059723920207,3.46601330775481,3.4052059723920207,3.449429512023926,326700,0.0016040692516011519
1999-01-25,3.493653178677018,3.493653178677018,3.4383736888651417,3.4549574851989746,284700,0.001601293310609861
1999-01-26,3.449429512023926,3.46601330775481,3.4383735638537893,3.449429512023926,150600,-0.001601293310609801
1999-01-27,3.493652327707124,3.493652327707124,3.438372851360002,3.460484743118286,918600,0.003199819887451353
1999-01-28,3.4604846152748907,3.4715403076970053,3.432844878122446,3.4439008235931396,85200,-0.004803889139052653
1999-01-29,3.449429512023926,3.4604854601940622,3.4328457162930412,3.449429512023926,353400,0.0016040692516011519
1999-02-01,3.432844878122446,3.449428669804197,3.427317031911389,3.4439008235931396,129000,-0.0016040692516012583
1999-02-02,3.4439016644631777,3.4549573595846734,3.4273178687322936,3.449429512023926,780000,0.0016040692516011519
1999-02-03,3.4439010618973422,3.4549567550844666,3.399677530003055,3.432845115661621,503400,-0.004819461402004051
