DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,LOG_RETURNS
2007-03-22,12.492960507730503,14.054580571196816,12.492960507730503,13.950472831726074,2908400,
2007-03-23,13.950469779315197,15.893818236896797,13.915766324550365,14.110101699829102,3550900,0.01137757104043244
2007-03-26,14.11009506441081,14.401597328346236,13.985165333609796,14.346073150634766,859900,0.016585283237002504
2007-03-27,14.401602463375863,14.457126660885018,14.08927802501105,14.123981475830078,470400,-0.015602090191014795
2007-03-28,14.089283774792053,14.089283774792053,13.672852785430182,13.811662673950195,324100,-0.02236080997680186
2007-03-29,13.811651805042215,13.971283646930758,13.534030922670668,13.672842025756836,1799300,-0.010101825026560422
2007-03-30,13.742246253499133,13.846355242714152,13.631197900550513,13.672842025756836,12230800,0.0
2007-04-02,13.67284506183826,13.67284506183826,13.062077661197995,13.540974617004395,9470300,-0.009691286053360186
2007-04-03,13.520150619879177,13.534031996048878,12.833038385089726,13.235589027404785,7892900,-0.02281090549950085
2007-04-04,13.200898082816295,13.298065150635745,13.048205463326283,13.124551773071289,4738000,-0.008424682699144415
2007-04-05,13.013496497436545,13.749192462093921,12.978794369630576,13.450749397277832,4602900,0.024550164494024328
2007-04-09,13.582620227104139,13.582620227104139,13.117604553606796,13.228652954101562,3600900,-0.01664966635054468
2007-04-10,12.964914550316982,13.492395164058955,12.909390344860011,13.339702606201172,3130800,0.008359591435877035
2007-04-11,13.360521305512727,13.92270390926219,13.152305918583636,13.263354301452637,3356100,-0.0057398301725619435
2007-04-12,13.228652582298627,13.37440443122737,13.110663494613956,13.325820922851562,2666300,0.004698659194725487
2007-04-13,13.915763056758678,13.915763056758678,13.256413456677002,13.589558601379395,2980900,0.019598172099622495
2007-04-16,13.617325727780761,13.811659795975201,13.617325727780761,13.78389835357666,1455800,0.014199376993208425
2007-04-17,13.499337102388784,14.283616742401477,13.395228049212273,14.172568321228027,1567200,0.027807162928878852
2007-04-18,14.040698991178084,14.380784974751753,13.853304268453295,14.353023529052734,1958200,0.012652331005797221
2007-04-19,14.019877809587305,14.894383841319257,14.005996425260976,14.672286987304688,1890100,0.021999856625809253
2007-04-20,14.83191897482389,15.10954001829664,14.575118682235626,14.630642890930176,2671300,-0.0028423181288460557
2007-04-23,14.491830820445797,14.644523377862747,14.248913249648785,14.366902351379395,1531800,-0.018191044121956403
2007-04-24,14.366906365914838,14.366906365914838,14.228095151984494,14.304441452026367,1752700,-0.004357033182194699
2007-04-25,14.304437565606152,14.34608038895044,14.033755904364568,14.061518669128418,1029600,-0.017128186092231688
2007-04-26,13.728373498633216,13.978231763662725,13.672849292648714,13.922707557678223,1193200,-0.009920749555157194
2007-04-27,13.881058414393294,14.068453020699817,13.74918798879231,14.0337495803833,734500,0.00794396844445991
2007-04-30,14.019878118479836,14.019878118479836,13.8533041504972,13.908829689025879,1581800,-0.00894124500015457
2007-05-01,13.8533041504972,13.957413211436773,13.783899874939753,13.908829689025879,1468800,0.0
2007-05-02,13.860238837087161,13.95740716360702,13.776953212985715,13.894942283630371,1460100,-0.000998958455280055
2007-05-03,13.915768703742065,14.18645040198069,13.888007258985242,14.089282035827637,1243100,0.013889459593871433
2007-05-04,14.019875413695964,14.575117453845698,13.971290576856598,14.422426223754883,1242300,0.023370002749466035
2007-05-07,14.408544652142822,14.602880025537937,14.241972042290477,14.58205795288086,1482300,0.011007493873319058
2007-05-08,14.297493728930332,14.79721147052707,14.255850914747569,14.7625093460083,1294300,0.01229894896290997
2007-05-09,14.658394917539763,15.165053116143877,14.6306321716324,14.852728843688965,2454100,0.0060927942701443786
2007-05-10,14.713929511311662,14.956847091120766,14.533475506452382,14.658405303955078,1278800,-0.013169697063580047
2007-05-11,14.665344142529158,14.887442287745332,14.644523392897453,14.873560905456543,468300,0.014571289078842484
2007-05-14,14.804154093848634,14.824976165560306,14.658403563271033,14.79027271270752,661100,-0.0056154853540674905
2007-05-15,14.790277807528344,14.859683413340763,14.464073181152344,14.464073181152344,1811800,-0.022301852371127626
2007-05-16,14.366902415693005,14.366902415693005,14.172567034383976,14.2280912399292,1595900,-0.016449596406646737
2007-05-17,13.964353586251317,14.387725217492868,13.950472201934762,14.33220100402832,893700,0.007290557417847183
2007-05-18,14.297499102265789,14.401606838749421,14.089282305496829,14.20033073425293,1201800,-0.009243568705303106
2007-05-21,14.186448416720651,14.255854004602554,14.14480426971062,14.2280912399292,3019200,0.0019530112874557959
2007-05-22,14.311380983758724,14.311380983758724,14.123986257300079,14.151747703552246,1490500,-0.005380137687284526
2007-05-23,14.144802222520207,14.228089180684586,13.908825375957258,14.123981475830078,1014700,-0.001963962553955004
2007-05-24,13.888001594321729,14.110098356993758,13.881060905013086,13.894942283630371,1404600,-0.016349257091892055
2007-05-25,13.894944842477344,13.985171172503215,13.846361332171,13.881063461303711,624200,-0.000999339041700111
2007-05-29,13.56873900390383,13.915765590436422,13.56873900390383,13.881063461303711,639000,0.0
2007-05-30,13.756126602907148,13.908819069677296,13.707543117589625,13.860234260559082,1165000,-0.0015016748580160564
2007-05-31,13.874126506810923,14.054580539257598,13.811661598510083,14.047639846801758,953500,0.01343050369992585
2007-06-01,14.096220063039688,14.172566338340406,13.707550643311455,13.832480430603027,886100,-0.015434918186387973
2007-06-04,13.658963676906144,13.881060432010132,13.645082298761874,13.776952743530273,967300,-0.004022376090815099
