DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,LOG_RETURNS
2014-04-15,17.613495389514476,17.633175723487444,14.907511403290131,15.104310989379883,3531700,
2014-04-16,15.104311447321416,15.832466935018227,14.96655192056391,15.369989395141602,266500,0.017436668518920343
2014-04-17,15.69470878906359,16.285104801945273,15.458550383910916,15.989907264709473,262100,0.03954085966965168
2014-04-21,16.324465009143385,16.324465009143385,15.75374841042362,15.842308044433594,78000,-0.009273641601164378
2014-04-22,15.940705911144574,16.42187748688004,15.507747961524924,15.724225997924805,96100,-0.007481505390039296
2014-04-23,15.566790374898314,15.921028942804966,15.547110975798024,15.812788963317871,56500,0.0056164604233426025
2014-04-24,16.019427177701367,16.03910563645574,15.497909545898438,15.497909545898438,42800,-0.020113893857647225
2014-04-25,15.497908118529624,15.497908118529624,15.005911035401699,15.055110931396484,71600,-0.02898761650765765
2014-04-28,15.183031761413892,15.40934999121415,14.277756965392749,14.73039436340332,197500,-0.02180452739530249
2014-04-29,14.769753902622215,15.202710959279269,14.769753902622215,15.035431861877441,68500,0.020496536877492
2014-04-30,14.927190789391572,15.26174893840785,14.818951774643331,15.163349151611328,53600,0.00847173630824334
2014-05-01,15.045272468660047,15.645508640235942,15.045272468660047,15.419190406799316,39900,0.016731587849346037
2014-05-02,15.438868686911333,15.799010739153731,15.438868686911333,15.54710865020752,22300,0.00826181848779441
2014-05-05,15.438868693599229,15.734067143355793,15.42706161894617,15.42902946472168,13300,-0.0076239172865594
2014-05-06,15.379829746265594,15.379829746265594,15.005911830662827,15.06495189666748,31900,-0.02387978563160549
2014-05-07,15.015752330478199,15.04527189492901,14.710713703119687,14.809113502502441,92600,-0.01712821107169482
2014-05-08,15.005911995337927,15.082663612781243,14.937032699584961,14.937032699584961,18600,0.008600777039393458
2014-05-09,14.877992841374269,14.927192741205692,13.893998598385943,14.277756690979004,76000,-0.045140695391038245
2014-05-12,14.494234781283701,14.631994313438598,13.864479064941406,13.864479064941406,111200,-0.02937274368762349
2014-05-13,14.336794530257665,14.633960809949643,13.456120249985045,13.647998809814453,90800,-0.015737202870467044
2014-05-14,13.923518508065657,14.061278043326505,13.687360109112825,13.844799041748047,105600,0.014316738113020144
2014-05-15,13.775919102790676,14.080957724395734,13.392161018528187,14.061277389526367,110100,0.015515093339316681
2014-05-16,14.061276437887845,14.44503449617837,13.352800383509162,13.588959693908691,119700,-0.03416705914405847
2014-05-19,13.62831990394923,13.62831990394923,12.890324261607068,13.028082847595215,202500,-0.042150429262761094
2014-05-20,13.283920935222081,14.071116437583896,13.156001583977416,13.775918006896973,141100,0.0558147491983826
2014-05-21,14.021916542734418,14.021916542734418,13.647998655652307,13.775918006896973,47400,0.0
2014-05-22,13.68735927636998,15.360149241461272,13.623400065781992,15.133831024169922,85300,0.09401070711075024
2014-05-23,15.104312666887244,15.104312666887244,14.08095864688722,14.297436714172363,352700,-0.05685243245676442
2014-05-27,14.336793869393935,14.572953168771082,13.53975916652703,13.805437088012695,68100,-0.03501776398763254
2014-05-28,13.854637951902438,13.854637951902438,12.91000350343591,13.037922859191895,244000,-0.05720025258246935
2014-05-29,13.234722607200748,13.598800370733297,13.215043209977123,13.264242172241211,64600,0.01720960221397874
